#,o_0_20140324170536_20140324171506,o_0,2014/03/24 17:05:36,2014/03/24 17:15:06,1.9676750261782712 km
2014/03/24 17:05:36,41.153283,-8.60058
2014/03/24 17:06:36,41.154471,-8.602587
2014/03/24 17:07:36,41.154723,-8.604018
2014/03/24 17:08:36,41.153607,-8.60769
2014/03/24 17:09:36,41.154255,-8.61201
2014/03/24 17:10:36,41.155209,-8.613135
2014/03/24 17:11:36,41.155335,-8.613432
2014/03/24 17:12:36,41.155578,-8.615043
2014/03/24 17:13:36,41.156082,-8.617671
2014/03/24 17:14:36,41.157918,-8.61975
2014/03/24 17:15:06,41.159025,-8.620137
#,o_1_20140214011503_20140214012333,o_1,2014/02/14 01:15:03,2014/02/14 01:23:33,1.306730755305252 km
2014/02/14 01:15:03,41.148765,-8.600652
2014/02/14 01:16:03,41.149692,-8.605386
2014/02/14 01:17:03,41.149944,-8.606511
2014/02/14 01:18:03,41.150088,-8.607033
2014/02/14 01:19:03,41.150493,-8.609094
2014/02/14 01:20:03,41.151654,-8.60958
2014/02/14 01:21:03,41.15133,-8.610561
2014/02/14 01:22:03,41.149935,-8.614053
2014/02/14 01:23:03,41.1498,-8.614134
2014/02/14 01:23:33,41.1498,-8.614152
#,o_2_20140410021239_20140410022054,o_2,2014/04/10 02:12:39,2014/04/10 02:20:54,1.4017144171721287 km
2014/04/10 02:12:39,41.148225,-8.610894
2014/04/10 02:13:39,41.149431,-8.610489
2014/04/10 02:14:39,41.151339,-8.609544
2014/04/10 02:15:39,41.153292,-8.609994
2014/04/10 02:16:39,41.156289,-8.609085
2014/04/10 02:17:39,41.157324,-8.609346
2014/04/10 02:18:39,41.158197,-8.608896
2014/04/10 02:19:39,41.158881,-8.608536
2014/04/10 02:20:39,41.16024,-8.607834
2014/04/10 02:20:54,41.160321,-8.607798
#,o_3_20140323121046_20140323121831,o_3,2014/03/23 12:10:46,2014/03/23 12:18:31,1.433061288291669 km
2014/03/23 12:10:46,41.147451,-8.611056
2014/03/23 12:11:46,41.148999,-8.610633
2014/03/23 12:12:46,41.149053,-8.610651
2014/03/23 12:13:46,41.148864,-8.607933
2014/03/23 12:14:46,41.150943,-8.60562
2014/03/23 12:15:46,41.151852,-8.602317
2014/03/23 12:16:46,41.155542,-8.602623
2014/03/23 12:17:46,41.155497,-8.602713
2014/03/23 12:18:31,41.155443,-8.60274
#,o_4_20140516170245_20140516171000,o_4,2014/05/16 17:02:45,2014/05/16 17:10:00,1.6879470924498157 km
2014/05/16 17:02:45,41.16195,-8.613387
2014/05/16 17:03:45,41.161527,-8.609904
2014/05/16 17:04:45,41.161131,-8.60805
2014/05/16 17:05:45,41.160645,-8.605503
2014/05/16 17:06:45,41.15907,-8.605764
2014/05/16 17:07:45,41.155821,-8.604657
2014/05/16 17:08:45,41.153562,-8.604972
2014/05/16 17:09:45,41.153427,-8.607429
2014/05/16 17:10:00,41.153409,-8.607456
#,o_5_20140214222321_20140214223051,o_5,2014/02/14 22:23:21,2014/02/14 22:30:51,2.2987108726049352 km
2014/02/14 22:23:21,41.147784,-8.602029
2014/02/14 22:24:21,41.150349,-8.602227
2014/02/14 22:25:21,41.153247,-8.60238
2014/02/14 22:26:21,41.154525,-8.602965
2014/02/14 22:27:21,41.153616,-8.606142
2014/02/14 22:28:21,41.154588,-8.612109
2014/02/14 22:29:21,41.155479,-8.614152
2014/02/14 22:30:21,41.156244,-8.618823
2014/02/14 22:30:51,41.15646,-8.620551
#,o_6_20140516162950_20140516163735,o_6,2014/05/16 16:29:50,2014/05/16 16:37:35,2.3043992242719056 km
2014/05/16 16:29:50,41.161968,-8.613162
2014/05/16 16:30:50,41.161644,-8.611389
2014/05/16 16:31:50,41.158746,-8.612082
2014/05/16 16:32:50,41.153517,-8.611299
2014/05/16 16:33:50,41.1534,-8.606754
2014/05/16 16:34:50,41.151474,-8.607249
2014/05/16 16:35:50,41.150097,-8.604189
2014/05/16 16:36:50,41.148648,-8.604045
2014/05/16 16:37:35,41.147046,-8.603721
#,o_7_20140303233934_20140303234704,o_7,2014/03/03 23:39:34,2014/03/03 23:47:04,1.2924179996859921 km
2014/03/03 23:39:34,41.154219,-8.613396
2014/03/03 23:40:34,41.151996,-8.61048
2014/03/03 23:41:34,41.151429,-8.610498
2014/03/03 23:42:34,41.149206,-8.610804
2014/03/03 23:43:34,41.149161,-8.610561
2014/03/03 23:44:34,41.148882,-8.609256
2014/03/03 23:45:34,41.148675,-8.60805
2014/03/03 23:46:34,41.148036,-8.605206
2014/03/03 23:47:04,41.147118,-8.603946
#,o_8_20140304095210_20140304095840,o_8,2014/03/04 09:52:10,2014/03/04 09:58:40,1.4344158143182308 km
2014/03/04 09:52:10,41.155893,-8.602317
2014/03/04 09:53:10,41.154768,-8.602965
2014/03/04 09:54:10,41.153634,-8.606781
2014/03/04 09:55:10,41.150925,-8.610678
2014/03/04 09:56:10,41.150052,-8.613009
2014/03/04 09:57:10,41.148711,-8.614269
2014/03/04 09:58:10,41.147856,-8.61417
2014/03/04 09:58:40,41.147775,-8.614035
#,o_9_20140323093359_20140323094044,o_9,2014/03/23 09:33:59,2014/03/23 09:40:44,2.1368288894367264 km
2014/03/23 09:33:59,41.148225,-8.612775
2014/03/23 09:34:59,41.149305,-8.613018
2014/03/23 09:35:59,41.151636,-8.61417
2014/03/23 09:36:59,41.153769,-8.612712
2014/03/23 09:37:59,41.157432,-8.608518
2014/03/23 09:38:59,41.159592,-8.604495
2014/03/23 09:39:59,41.157333,-8.601903
2014/03/23 09:40:44,41.155713,-8.60256
#,o_10_20140411000523_20140411001223,o_10,2014/04/11 00:05:23,2014/04/11 00:12:23,0.9439497360268108 km
2014/04/11 00:05:23,41.154399,-8.613972
2014/04/11 00:06:23,41.154336,-8.613567
2014/04/11 00:07:23,41.153679,-8.612604
2014/04/11 00:08:23,41.150862,-8.610975
2014/04/11 00:09:23,41.149224,-8.610669
2014/04/11 00:10:23,41.148792,-8.607861
2014/04/11 00:11:23,41.148801,-8.607537
2014/04/11 00:12:23,41.148846,-8.607465
#,o_11_20140323135148_20140323135833,o_11,2014/03/23 13:51:48,2014/03/23 13:58:33,2.242417353120058 km
2014/03/23 13:51:48,41.147712,-8.61093
2014/03/23 13:52:48,41.150376,-8.6103
2014/03/23 13:53:48,41.153364,-8.609949
